make,model,make_year,fuel_type,transmission,kms_driven,engine_size,body_type,price,key
Toyota,Vios,2022,Gasoline,Cvt,"2,000 Km",1.329,Sedan,"₱669,000 ",Toyota Vios
Chevrolet,Trailblazer,2014,Gasoline,Cvt,"50,000 Km",1.341,Suv,"₱670,000 ",Chevrolet Trailblazer
Honda,HR-V,2016,Gasoline,Automatic,"32,000 Km",1.8,Suv,"₱670,000 ",Honda HR-V
Mitsubishi,Montero,2010,Diesel,Automatic,"75,000 Km",2.5,Suv,"₱670,000 ",Mitsubishi Montero
Toyota,Innova,2014,Diesel,Automatic,"60,000 Km",2.5,Mpv,"₱670,000 ",Toyota Innova
Chevrolet,Trailblazer,2014,Diesel,Automatic,1 Km,2.776,Suv,"₱670,000 ",Chevrolet Trailblazer
Toyota,Vios,2022,Gasoline,Manual,"6,200 Km",1.329,Sedan,"₱670,000 ",Toyota Vios
Honda,HR-V,2016,Gasoline,Cvt,"40,000 Km",1.498,Suv,"₱670,000 ",Honda HR-V
Hyundai,Tucson,2018,Diesel,Automatic,"47,000 Km",2.0,Suv,"₱670,000 ",Hyundai Tucson
Mitsubishi,Montero,2012,Diesel,Automatic,"98,000 Km",2.5,Suv,"₱675,000 ",Mitsubishi Montero
Honda,City,2020,Gasoline,Cvt,"28,000 Km",1.497,Sedan,"₱675,000 ",Honda City
Mitsubishi,Montero,2014,Diesel,Automatic,"115,000 Km",2.477,Suv,"₱675,000 ",Mitsubishi Montero
Subaru,XV,2015,Gasoline,Automatic,"53,000 Km",2.0,Sedan,"₱675,000 ",Subaru XV
Subaru,XV,2015,Gasoline,Automatic,"53,000 Km",2.0,Suv,"₱675,000 ",Subaru XV
Toyota,Vios,2021,Gasoline,Automatic,"15,000 Km",1.3,Sedan,"₱675,000 ",Toyota Vios
Honda,BR-V,2017,Gasoline,Cvt,"44,000 Km",1.497,Crossover,"₱678,000 ",Honda BR-V
Suzuki,Ertiga,2018,Gasoline,Automatic,"9,000 Km",1.462,Mpv,"₱678,000 ",Suzuki Ertiga
Isuzu,Crosswind,2015,Diesel,Automatic,"78,000 Km",2.499,Mpv,"₱678,000 ",Isuzu Crosswind
Honda,City,2020,Gasoline,Cvt,"27,000 Km",1.496,Sedan,"₱678,000 ",Honda City
Toyota,Vios,2020,Gasoline,Cvt,"15,000 Km",1.496,Sedan,"₱678,000 ",Toyota Vios
Toyota,Innova,2013,Diesel,Automatic,"45,000 Km",2.5,Mpv,"₱680,000 ",Toyota Innova
Hyundai,Grand,2017,Diesel,Manual,"1,200 Km",2.476,Minivans,"₱680,000 ",Hyundai Grand
Mitsubishi,Montero,2014,Diesel,Manual,"84,000 Km",2.442,Suv,"₱680,000 ",Mitsubishi Montero
Kia,Sportage,2016,Diesel,Automatic,"50,000 Km",1.995,Suv,"₱680,000 ",Kia Sportage
Mitsubishi,Montero,2013,Diesel,Automatic,1 Km,2.477,Suv,"₱680,000 ",Mitsubishi Montero
Hyundai,Grand,2016,Diesel,Manual,"64,000 Km",2.467,Van,"₱680,000 ",Hyundai Grand
Nissan,Juke,2019,Gasoline,Cvt,"17,000 Km",1.598,Crossover,"₱680,000 ",Nissan Juke
Toyota,Avanza,2016,Gasoline,Manual,"65,000 Km",1.329,Mpv,"₱680,000 ",Toyota Avanza
Toyota,Vios,2021,Gasoline,Automatic,"13,000 Km",1.3,Sedan,"₱680,000 ",Toyota Vios
Toyota,Innova,2019,Diesel,Manual,"110,000 Km",2.8,Mpv,"₱680,000 ",Toyota Innova
Honda,HR-V,2016,Gasoline,Cvt,"35,000 Km",1.799,Crossover,"₱680,000 ",Honda HR-V
Toyota,Vios,2022,Gasoline,Cvt,"2,890 Km",1.329,Sedan,"₱680,000 ",Toyota Vios
Toyota,Vios,2022,Gasoline,Cvt,"10,200 Km",1.329,Sedan,"₱680,000 ",Toyota Vios
Toyota,Vios,2022,Gasoline,Cvt,"2,900 Km",1.329,Sedan,"₱680,000 ",Toyota Vios
Mitsubishi,Montero,2013,Diesel,Automatic,"85,000 Km",2.5,Suv,"₱680,000 ",Mitsubishi Montero
Toyota,Fortuner,2011,Diesel,Automatic,"73,000 Km",2.494,Suv,"₱683,000 ",Toyota Fortuner
Toyota,Hiace,2008,Diesel,Manual,"98,000 Km",2.498,Van,"₱685,000 ",Toyota Hiace
Honda,BR-V,2018,Gasoline,Cvt,1 Km,1.5,Suv,"₱685,000 ",Honda BR-V
Honda,BR-V,2017,Gasoline,Automatic,1 Km,1.5,Suv,"₱685,000 ",Honda BR-V
Toyota,Avanza,2021,Gasoline,Manual,"16,000 Km",1.329,Mpv,"₱685,000 ",Toyota Avanza
Toyota,Vios,2021,Gasoline,Cvt,"51,000 Km",1.329,Sedan,"₱685,000 ",Toyota Vios
Suzuki,Vitara,2018,Gasoline,Automatic,"44,000 Km",1.586,Crossover,"₱685,000 ",Suzuki Vitara
BMW,525i,2004,Gasoline,Automatic,1 Km,2.0,Sedan,"₱688,000 ",BMW 525i
Hyundai,Santa,2013,Diesel,Automatic,"62,000 Km",2.199,Suv,"₱688,000 ",Hyundai Santa
Suzuki,Ertiga,2019,Gasoline,Automatic,"17,000 Km",1.462,Mpv,"₱688,000 ",Suzuki Ertiga
Hyundai,Kona,2019,Gasoline,Automatic,"29,239 Km",1.998,Crossover,"₱688,000 ",Hyundai Kona
Honda,City,2020,Gasoline,Cvt,"21,000 Km",1.496,Sedan,"₱688,000 ",Honda City
Suzuki,Ertiga,2020,Gasoline,Automatic,"31,000 Km",1.462,Mpv,"₱688,000 ",Suzuki Ertiga
Toyota,Vios,2021,Gasoline,Cvt,"1,000 Km",1.329,Sedan,"₱688,000 ",Toyota Vios
Toyota,Vios,2022,Gasoline,Cvt,"10,000 Km",1.329,Sedan,"₱688,000 ",Toyota Vios
Toyota,Innova,2014,Diesel,Automatic,1 Km,2.5,Mpv,"₱688,000 ",Toyota Innova
Honda,Jazz,2015,Gasoline,Cvt,"35,000 Km",1.497,Hatchback,"₱690,000 ",Honda Jazz
Volvo,XC90,2008,Diesel,Automatic,"110,000 Km",1.969,Suv,"₱690,000 ",Volvo XC90
Ford,Everest,2013,Diesel,Automatic,"95,000 Km",2.0,Suv,"₱690,000 ",Ford Everest
Toyota,Avanza,2019,Gasoline,Automatic,"9,058 Km",1.329,Mpv,"₱690,000 ",Toyota Avanza
Toyota,Avanza,2019,Gasoline,Automatic,"9,200 Km",1.329,Mpv,"₱690,000 ",Toyota Avanza
Chevrolet,Trailblazer,2015,Diesel,Automatic,"60,000 Km",2.776,Suv,"₱690,000 ",Chevrolet Trailblazer
Volkswagen,Santana,2019,Gasoline,Automatic,"26,300 Km",1.498,Hatchback,"₱690,000 ",Volkswagen Santana
Toyota,Vios,2022,Gasoline,Cvt,"11,000 Km",1.329,Sedan,"₱690,000 ",Toyota Vios
Nissan,Juke,2018,Gasoline,Manual,"52,000 Km",0.999,Crossover,"₱690,000 ",Nissan Juke
Honda,City,2019,Gasoline,Cvt,"7,500 Km",1.498,Sedan,"₱695,000 ",Honda City
Toyota,Vios,2021,Gasoline,Cvt,"10,000 Km",1.329,Sedan,"₱695,000 ",Toyota Vios
Chevrolet,Trailblazer,2015,Gasoline,Cvt,"70,000 Km",1.341,Suv,"₱695,000 ",Chevrolet Trailblazer
Hyundai,H-100,2017,Diesel,Manual,"23,000 Km",2.497,Pickup-trucks,"₱698,000 ",Hyundai H-100
Mitsubishi,L300,2018,Diesel,Manual,"30,000 Km",2.5,Mpv,"₱698,000 ",Mitsubishi L300
Honda,Accord,2013,Gasoline,Automatic,"80,000 Km",2.356,Sedan,"₱698,000 ",Honda Accord
Honda,Brio,2020,Gasoline,Cvt,"16,000 Km",1.199,Hatchback,"₱698,000 ",Honda Brio
Chevrolet,Trailblazer,2014,Diesel,Automatic,1 Km,2.776,Suv,"₱698,000 ",Chevrolet Trailblazer
Toyota,Corolla,2019,Gasoline,Cvt,"60,000 Km",1.598,Sedan,"₱698,000 ",Toyota Corolla
Honda,City,2018,Gasoline,Cvt,"56,000 Km",1.496,Sedan,"₱698,000 ",Honda City
Mitsubishi,L300,2018,Diesel,Manual,"34,380 Km",2.5,Mpv,"₱698,000 ",Mitsubishi L300
Toyota,Vios,2022,Gasoline,Cvt,"4,000 Km",1.329,Sedan,"₱698,000 ",Toyota Vios
Toyota,Vios,2022,Gasoline,Cvt,"10,000 Km",1.329,Sedan,"₱698,000 ",Toyota Vios
Hyundai,Starex,2017,Diesel,Manual,"25,000 Km",2.5,Van,"₱699,000 ",Hyundai Starex
GAC,GS4,2019,Gasoline,Automatic,"70,000 Km",1.495,Suv,"₱699,000 ",GAC GS4
Toyota,Avanza,2022,Gasoline,Manual,"40,000 Km",1.329,Mpv,"₱699,000 ",Toyota Avanza
Toyota,Previa,2008,Gasoline,Automatic,"108,515 Km",2.4,Van,"₱700,000 ",Toyota Previa
Toyota,Innova,2016,Diesel,Manual,"145,000 Km",2.8,Mpv,"₱700,000 ",Toyota Innova
Ford,Everest,2012,Diesel,Automatic,"70,000 Km",2.0,Suv,"₱700,000 ",Ford Everest
Ford,Explorer,2014,Gasoline,Automatic,"100,000 Km",2.0,Suv,"₱700,000 ",Ford Explorer
Toyota,Avanza,2019,Gasoline,Cvt,"20,000 Km",1.496,Mpv,"₱700,000 ",Toyota Avanza
Hyundai,Tucson,2018,Gasoline,Automatic,"50,000 Km",2.0,Suv,"₱700,000 ",Hyundai Tucson
Ford,Explorer,2014,Gasoline,Automatic,"65,000 Km",2.0,Suv,"₱700,000 ",Ford Explorer
Foton,Traveller,2018,Diesel,Manual,"80,000 Km",2.8,Van,"₱700,000 ",Foton Traveller
Mercedes-Benz,C,2008,Gasoline,Automatic,"700,000 Km",2.0,Sedan,"₱700,000 ",Mercedes-Benz C
Toyota,Camry,2013,Gasoline,Automatic,"51,000 Km",2.499,Sedan,"₱700,000 ",Toyota Camry
Mitsubishi,Xpander,2019,Gasoline,Manual,"45,000 Km",1.499,Mpv,"₱700,000 ",Mitsubishi Xpander
Chevrolet,Trailblazer,2015,Gasoline,Cvt,"46,831 Km",1.341,Suv,"₱700,000 ",Chevrolet Trailblazer
Toyota,Fortuner,2011,Diesel,Automatic,"195,000 Km",2.393,Suv,"₱700,000 ",Toyota Fortuner
Chevrolet,Trailblazer,2016,Gasoline,Cvt,"75,000 Km",1.341,Suv,"₱700,000 ",Chevrolet Trailblazer
Toyota,Hiace,2011,Diesel,Manual,"348,654 Km",2.5,Van,"₱700,000 ",Toyota Hiace
Hyundai,Tucson,2016,Diesel,Automatic,"55,000 Km",1.998,Suv,"₱700,000 ",Hyundai Tucson
Honda,Jazz,2018,Gasoline,Cvt,"36,000 Km",1.497,Hatchback,"₱700,000 ",Honda Jazz
Honda,Brio,2020,Gasoline,Cvt,"25,000 Km",1.199,Hatchback,"₱700,000 ",Honda Brio
Hyundai,Grand,2015,Gasoline,Manual,1 Km,2.476,Minivans,"₱708,000 ",Hyundai Grand
Honda,HR-V,2015,Gasoline,Cvt,"12,000 Km",1.799,Crossover,"₱710,000 ",Honda HR-V
Honda,HR-V,2015,Gasoline,Automatic,"70,000 Km",1.8,Suv,"₱710,000 ",Honda HR-V
Toyota,Vios,2022,Gasoline,Cvt,"16,000 Km",1.329,Sedan,"₱710,000 ",Toyota Vios
Toyota,Rush,2019,Gasoline,Automatic,"35,000 Km",1.496,Suv,"₱710,000 ",Toyota Rush
Ford,Ranger,2016,Diesel,Automatic,"95,000 Km",2.0,Pickup-trucks,"₱710,000 ",Ford Ranger
Mazda,CX-3,2017,Gasoline,Automatic,"38,000 Km",1.998,Hatchback,"₱715,000 ",Mazda CX-3
Foton,View,2019,Diesel,Manual,1 Km,2.8,Van,"₱718,000 ",Foton View
Mitsubishi,Mirage,2022,Gasoline,Cvt,"15,000 Km",1.193,Sedan,"₱718,000 ",Mitsubishi Mirage
MG,ZS,2019,Gasoline,Automatic,"38,000 Km",1.499,Crossover,"₱718,000 ",MG ZS
Mitsubishi,Montero,2013,Diesel,Automatic,"82,000 Km",2.5,Suv,"₱718,000 ",Mitsubishi Montero
Suzuki,Jimny,2018,Gasoline,Automatic,"80,000 Km",1.462,Suv,"₱718,000 ",Suzuki Jimny
Toyota,Avanza,2017,Gasoline,Cvt,"55,000 Km",1.496,Mpv,"₱718,000 ",Toyota Avanza
Honda,BR-V,2018,Gasoline,Automatic,"50,000 Km",1.5,Suv,"₱720,000 ",Honda BR-V
Honda,BR-V,2018,Gasoline,Cvt,"41,000 Km",1.497,Crossover,"₱720,000 ",Honda BR-V
Mercedes-Benz,C-Class,2010,Gasoline,Automatic,"41,000 Km",1.991,Sedan,"₱720,000 ",Mercedes-Benz C-Class
Chevrolet,Trailblazer,2016,Diesel,Automatic,"56,000 Km",2.776,Suv,"₱720,000 ",Chevrolet Trailblazer
Honda,Accord,2015,Gasoline,Automatic,"70,000 Km",3.471,Sedan,"₱720,000 ",Honda Accord
Mitsubishi,Montero,2015,Diesel,Manual,1 Km,2.442,Suv,"₱720,000 ",Mitsubishi Montero
MG,ZS,2022,Gasoline,Automatic,"5,000 Km",1.349,Crossover,"₱720,000 ",MG ZS
Honda,BR-V,2018,Gasoline,Cvt,"88,000 Km",1.5,Suv,"₱720,000 ",Honda BR-V
BMW,530d,2007,Diesel,Automatic,"82,000 Km",3.0,Sedan,"₱720,000 ",BMW 530d
Mitsubishi,L300,2021,Diesel,Manual,"50,000 Km",2.268,Van,"₱720,000 ",Mitsubishi L300
MG,ZS,2022,Gasoline,Manual,"21,549 Km",1.499,Crossover,"₱720,000 ",MG ZS
Ford,Ranger,2014,Diesel,Automatic,"59,000 Km",2.2,Pickup-trucks,"₱725,000 ",Ford Ranger
Mitsubishi,Montero,2014,Diesel,Automatic,1 Km,2.477,Suv,"₱725,000 ",Mitsubishi Montero
Isuzu,Crosswind,2016,Diesel,Automatic,"27,000 Km",2.499,Mpv,"₱725,000 ",Isuzu Crosswind
Isuzu,Crosswind,2016,Diesel,Automatic,"25,000 Km",2.499,Suv,"₱725,000 ",Isuzu Crosswind
Subaru,Forester,2016,Gasoline,Cvt,"62,800 Km",1.995,Crossover,"₱725,000 ",Subaru Forester
Mazda,CX-5,2016,Gasoline,Automatic,"67,800 Km",2.5,Crossover,"₱725,000 ",Mazda CX-5
Isuzu,D-Max,2018,Diesel,Manual,"75,000 Km",2.999,Pickup-trucks,"₱725,000 ",Isuzu D-Max
Mitsubishi,L300,2018,Diesel,Manual,"8,000 Km",2.5,Mpv,"₱728,000 ",Mitsubishi L300
Isuzu,Crosswind,2017,Diesel,Automatic,1 Km,2.499,Mpv,"₱728,000 ",Isuzu Crosswind
Hyundai,Kona,2019,Gasoline,Automatic,"21,000 Km",1.998,Crossover,"₱728,000 ",Hyundai Kona
Toyota,Innova,2015,Diesel,Automatic,"58,000 Km",2.494,Mpv,"₱728,000 ",Toyota Innova
Honda,City,2020,Gasoline,Automatic,"20,000 Km",1.5,Sedan,"₱728,000 ",Honda City
Toyota,Avanza,2020,Gasoline,Automatic,1 Km,1.329,Mpv,"₱729,000 ",Toyota Avanza
Kia,Sportage,2015,Diesel,Automatic,"75,000 Km",1.995,Suv,"₱730,000 ",Kia Sportage
Honda,Mobilio,2017,Gasoline,Cvt,"34,000 Km",1.497,Mpv,"₱730,000 ",Honda Mobilio
Toyota,Fortuner,2015,Diesel,Manual,"77,000 Km",2.393,Suv,"₱730,000 ",Toyota Fortuner
Isuzu,D-Max,2016,Diesel,Manual,"48,000 Km",2.999,Pickup-trucks,"₱730,000 ",Isuzu D-Max
Honda,BR-V,2017,Gasoline,Cvt,"30,000 Km",1.497,Crossover,"₱730,000 ",Honda BR-V
Honda,BR-V,2017,Gasoline,Cvt,"60,000 Km",1.497,Crossover,"₱730,000 ",Honda BR-V
Hyundai,Tucson,2017,Diesel,Automatic,"50,000 Km",1.995,Suv,"₱730,000 ",Hyundai Tucson
Chevrolet,Colorado,2018,Diesel,Manual,"80,000 Km",2.5,Pickup-trucks,"₱730,000 ",Chevrolet Colorado
Ford,Everest,2017,Diesel,Automatic,"75,000 Km",2.0,Suv,"₱730,000 ",Ford Everest
Honda,Civic,2017,Gasoline,Cvt,"45,000 Km",1.498,Sedan,"₱730,000 ",Honda Civic
Hyundai,Tucson,2019,Gasoline,Automatic,"46,000 Km",2.0,Suv,"₱730,000 ",Hyundai Tucson
Mitsubishi,Strada,2012,Diesel,Automatic,"81,000 Km",2.477,Pickup-trucks,"₱735,000 ",Mitsubishi Strada
Hyundai,Kona,2019,Gasoline,Automatic,1 Km,1.998,Crossover,"₱737,000 ",Hyundai Kona
Hyundai,Kona,2019,Gasoline,Automatic,"4,000 Km",1.998,Crossover,"₱738,000 ",Hyundai Kona
Toyota,Innova,2019,Diesel,Manual,"31,000 Km",2.755,Mpv,"₱739,000 ",Toyota Innova
Toyota,Fortuner,2011,Gasoline,Automatic,"40,000 Km",2.694,Suv,"₱745,000 ",Toyota Fortuner
Mercedes-Benz,CLC180,2011,Gasoline,Automatic,"33,000 Km",1.8,Coupe,"₱745,000 ",Mercedes-Benz CLC180
Mitsubishi,Xpander,2019,Gasoline,Manual,"29,000 Km",1.499,Mpv,"₱745,000 ",Mitsubishi Xpander
Toyota,Fortuner,2013,Diesel,Automatic,"173,000 Km",2.393,Suv,"₱745,000 ",Toyota Fortuner
Hyundai,Tucson,2017,Diesel,Automatic,"27,000 Km",1.995,Suv,"₱746,000 ",Hyundai Tucson
Ford,Ecosport,2020,Gasoline,Automatic,"7,200 Km",1.5,Crossover,"₱746,000 ",Ford Ecosport
Nissan,Urvan,2017,Diesel,Manual,"28,000 Km",2.663,Van,"₱748,000 ",Nissan Urvan
Honda,City,2019,Gasoline,Cvt,"28,000 Km",1.496,Sedan,"₱748,000 ",Honda City
Suzuki,Vitara,2018,Gasoline,Automatic,"56,000 Km",1.586,Crossover,"₱748,000 ",Suzuki Vitara
Mitsubishi,Xpander,2019,Gasoline,Automatic,"46,000 Km",1.499,Mpv,"₱748,000 ",Mitsubishi Xpander
Ford,Ranger,2020,Diesel,Manual,"50,000 Km",2.2,Pickup-trucks,"₱749,000 ",Ford Ranger
Jaguar,X-Type,2002,Gasoline,Automatic,"102,000 Km",2.5,Station-wagon,"₱750,000 ",Jaguar X-Type
Ford,Ecosport,2019,Gasoline,Automatic,"22,000 Km",1.0,Crossover,"₱750,000 ",Ford Ecosport
Toyota,Avanza,2020,Gasoline,Cvt,"19,000 Km",1.329,Mpv,"₱750,000 ",Toyota Avanza
Geely,Coolray,2021,Gasoline,Dual-clutch,"20,100 Km",1.477,Crossover,"₱750,000 ",Geely Coolray
Toyota,Innova,2010,Diesel,Manual,"85,000 Km",2.755,Mpv,"₱750,000 ",Toyota Innova
Hyundai,Kona,2020,Gasoline,Automatic,"36,000 Km",1.998,Crossover,"₱750,000 ",Hyundai Kona
Toyota,Fortuner,2013,Diesel,Automatic,"115,000 Km",2.393,Suv,"₱750,000 ",Toyota Fortuner
Mitsubishi,Montero,2012,Diesel,Automatic,"57,950 Km",2.5,Suv,"₱750,000 ",Mitsubishi Montero
Mitsubishi,Strada,2015,Diesel,Automatic,"79,326 Km",2.498,Pickup-trucks,"₱750,000 ",Mitsubishi Strada
Subaru,Forester,2016,Gasoline,Automatic,"33,000 Km",1.995,Suv,"₱750,000 ",Subaru Forester
Toyota,Fortuner,2013,Diesel,Automatic,"67,000 Km",2.4,Suv,"₱750,000 ",Toyota Fortuner
Toyota,Rush,2019,Gasoline,Automatic,"41,000 Km",1.496,Suv,"₱750,000 ",Toyota Rush
Mitsubishi,Montero,2015,Diesel,Manual,"87,000 Km",2.477,Suv,"₱750,000 ",Mitsubishi Montero
Ford,Ranger,2015,Diesel,Automatic,"95,000 Km",2.0,Pickup-trucks,"₱750,000 ",Ford Ranger
Toyota,Raize,2023,Gasoline,Cvt,"4,400 Km",1.198,Crossover,"₱750,000 ",Toyota Raize
Chevrolet,Trailblazer,2016,Gasoline,Cvt,"35,000 Km",1.341,Suv,"₱750,000 ",Chevrolet Trailblazer
Nissan,NV350,2018,Diesel,Manual,"35,000 Km",2.488,Minivans,"₱750,000 ",Nissan NV350
MG,ZS,2023,Gasoline,Automatic,"7,617 Km",1.499,Crossover,"₱750,000 ",MG ZS
Nissan,Juke,2018,Gasoline,Cvt,"5,000 Km",1.598,Crossover,"₱758,000 ",Nissan Juke
Hyundai,Kona,2020,Gasoline,Automatic,1 Km,1.998,Crossover,"₱758,000 ",Hyundai Kona
Hyundai,Kona,2020,Gasoline,Automatic,"13,000 Km",1.998,Crossover,"₱758,000 ",Hyundai Kona
Toyota,Vios,2020,Gasoline,Cvt,1 Km,1.496,Sedan,"₱758,000 ",Toyota Vios
Mazda,3,2019,Gasoline,Automatic,"55,000 Km",1.496,Sedan,"₱759,000 ",Mazda 3
Isuzu,mu-X,2017,Diesel,Manual,"85,000 Km",1.898,Suv,"₱760,000 ",Isuzu mu-X
Honda,Accord,2013,Gasoline,Automatic,"40,000 Km",3.471,Sedan,"₱760,000 ",Honda Accord
Toyota,Innova,2017,Diesel,Manual,"98,000 Km",2.8,Mpv,"₱760,000 ",Toyota Innova
Hyundai,Genesis,2012,Gasoline,Automatic,"58,000 Km",2.0,Coupe,"₱760,000 ",Hyundai Genesis
Isuzu,mu-X,2017,Diesel,Manual,"120,000 Km",1.898,Suv,"₱760,000 ",Isuzu mu-X
BMW,X1,2010,Gasoline,Automatic,1 Km,1.995,Suv,"₱765,000 ",BMW X1
Ford,Explorer,2014,Gasoline,Automatic,"65,000 Km",2.0,Suv,"₱768,000 ",Ford Explorer
Toyota,Innova,2015,Diesel,Automatic,"26,000 Km",2.5,Mpv,"₱768,000 ",Toyota Innova
Hyundai,Kona,2019,Gasoline,Automatic,1 Km,1.998,Crossover,"₱768,000 ",Hyundai Kona
Nissan,NV350,2016,Diesel,Manual,1 Km,2.488,Minivans,"₱768,000 ",Nissan NV350
Hyundai,Tucson,2018,Diesel,Automatic,"30,000 Km",1.995,Suv,"₱770,000 ",Hyundai Tucson
Toyota,Fortuner,2013,Diesel,Automatic,"70,000 Km",2.494,Suv,"₱770,000 ",Toyota Fortuner
Mitsubishi,L300,2023,Diesel,Manual,"7,000 Km",2.2,Mpv,"₱770,000 ",Mitsubishi L300
Honda,CR-V,2016,Gasoline,Automatic,"27,538 Km",2.0,Suv,"₱775,000 ",Honda CR-V
BMW,5,2006,Diesel,Automatic,"69,000 Km",1.995,Sedan,"₱775,000 ",BMW 5
Chevrolet,Trailblazer,2017,Gasoline,Cvt,"45,000 Km",1.341,Suv,"₱775,000 ",Chevrolet Trailblazer
Hyundai,Grand,2017,Diesel,Manual,"24,000 Km",2.498,Van,"₱778,000 ",Hyundai Grand
Ford,E-150,2013,Gasoline,Automatic,"33,000 Km",4.6,Van,"₱780,000 ",Ford E-150
Honda,Civic,2016,Gasoline,Cvt,"45,059 Km",1.498,Sedan,"₱780,000 ",Honda Civic
Toyota,Innova,2018,Diesel,Manual,"40,000 Km",2.8,Mpv,"₱780,000 ",Toyota Innova
Mitsubishi,Montero,2017,Diesel,Manual,"75,000 Km",2.442,Suv,"₱780,000 ",Mitsubishi Montero
Ford,Ranger,2015,Diesel,Automatic,"85,000 Km",2.0,Pickup-trucks,"₱780,000 ",Ford Ranger
Honda,CR-V,2017,Gasoline,Automatic,"60,000 Km",1.997,Crossover,"₱780,000 ",Honda CR-V
Ford,Everest,2016,Diesel,Automatic,"90,000 Km",2.2,Suv,"₱780,000 ",Ford Everest
Mitsubishi,Montero,2015,Diesel,Automatic,"60,000 Km",2.5,Suv,"₱780,000 ",Mitsubishi Montero
Hyundai,Santa,2016,Diesel,Automatic,"82,000 Km",2.199,Suv,"₱780,000 ",Hyundai Santa
Mazda,CX-5,2015,Diesel,Automatic,"56,000 Km",2.2,Crossover,"₱780,000 ",Mazda CX-5
Mitsubishi,Mirage,2023,Gasoline,Cvt,"30,000 Km",1.193,Sedan,"₱780,000 ",Mitsubishi Mirage
Mitsubishi,L300,2023,Diesel,Manual,"7,000 Km",2.5,Mpv,"₱780,000 ",Mitsubishi L300
Mitsubishi,Montero,2017,Diesel,Manual,"45,000 Km",2.442,Suv,"₱780,000 ",Mitsubishi Montero
Mitsubishi,Xpander,2019,Gasoline,Automatic,"38,000 Km",1.499,Mpv,"₱785,000 ",Mitsubishi Xpander
Toyota,Innova,2017,Diesel,Manual,"20,000 Km",2.8,Mpv,"₱788,000 ",Toyota Innova
Hyundai,Santa,2014,Diesel,Automatic,1 Km,2.199,Suv,"₱788,000 ",Hyundai Santa
Kia,Sportage,2017,Diesel,Automatic,"43,000 Km",1.995,Suv,"₱788,000 ",Kia Sportage
Hyundai,H-100,2019,Diesel,Manual,"21,000 Km",2.5,Pickup-trucks,"₱788,000 ",Hyundai H-100
Hyundai,Tucson,2019,Gasoline,Automatic,"28,000 Km",1.999,Suv,"₱788,000 ",Hyundai Tucson
Mitsubishi,Mirage,2023,Gasoline,Cvt,"5,000 Km",1.193,Sedan,"₱788,000 ",Mitsubishi Mirage
Ford,Ranger,2020,Diesel,Manual,"30,000 Km",2.0,Pickup-trucks,"₱788,000 ",Ford Ranger
Toyota,Avanza,2022,Gasoline,Manual,"1,554 Km",1.329,Mpv,"₱790,000 ",Toyota Avanza
Toyota,Avanza,2023,Gasoline,Manual,"1,500 Km",1.329,Mpv,"₱790,000 ",Toyota Avanza
Toyota,Fortuner,2014,Diesel,Automatic,1 Km,2.393,Suv,"₱790,000 ",Toyota Fortuner
Subaru,Forester,2018,Gasoline,Cvt,"40,000 Km",1.995,Suv,"₱790,000 ",Subaru Forester
Chevrolet,Trailblazer,2017,Diesel,Automatic,"40,000 Km",2.776,Suv,"₱790,000 ",Chevrolet Trailblazer
Toyota,Innova,2019,Diesel,Automatic,"85,000 Km",2.8,Mpv,"₱790,000 ",Toyota Innova
Mazda,CX-5,2016,Gasoline,Automatic,"23,000 Km",2.0,Crossover,"₱795,000 ",Mazda CX-5
Kia,Stonic,2022,Gasoline,Automatic,"1,234 Km",1.368,Suv,"₱795,000 ",Kia Stonic
Nissan,Almera,2022,Gasoline,Cvt,"7,000 Km",0.998,Sedan,"₱795,000 ",Nissan Almera
MG,ZS,2022,Gasoline,Automatic,"35,000 Km",1.499,Crossover,"₱795,000 ",MG ZS
Ford,Ecosport,2019,Gasoline,Automatic,"12,000 Km",1.0,Crossover,"₱798,000 ",Ford Ecosport
Volkswagen,Caddy,2016,Diesel,Automatic,1 Km,1.598,Van,"₱798,000 ",Volkswagen Caddy
Toyota,Rush,2019,Gasoline,Automatic,"8,000 Km",1.496,Suv,"₱798,000 ",Toyota Rush
Chevrolet,Trailblazer,2017,Diesel,Automatic,"41,000 Km",2.776,Suv,"₱798,000 ",Chevrolet Trailblazer
Hyundai,H-100,2020,Diesel,Manual,"43,000 Km",2.498,Minivans,"₱798,000 ",Hyundai H-100
Mitsubishi,L300,2021,Diesel,Manual,"19,000 Km",2.268,Van,"₱798,000 ",Mitsubishi L300
Toyota,Raize,2022,Gasoline,Cvt,"29,000 Km",1.198,Crossover,"₱798,000 ",Toyota Raize
Ford,Everest,2016,Diesel,Automatic,"30,000 Km",2.0,Suv,"₱800,000 ",Ford Everest
Honda,Civic,2016,Gasoline,Cvt,"57,000 Km",1.798,Sedan,"₱800,000 ",Honda Civic
Hyundai,Kona,2019,Gasoline,Automatic,"6,000 Km",1.998,Crossover,"₱800,000 ",Hyundai Kona
Peugeot,308,2017,Diesel,Automatic,"75,000 Km",1.6,Hatchback,"₱800,000 ",Peugeot 308
MG,ZS,2022,Gasoline,Automatic,"4,200 Km",1.349,Crossover,"₱800,000 ",MG ZS
Hyundai,Tucson,2018,Gasoline,Automatic,"55,000 Km",2.0,Suv,"₱800,000 ",Hyundai Tucson
