make,model,make_year,fuel_type,transmission,kms_driven,engine_size,body_type,resale_price,key
Toyota,Corolla,2014,Gasoline,Automatic,25100.0,1.6,Sedan,668000.0,Toyota Corolla
Isuzu,Crosswind,2017,Diesel,Manual,80000.0,2.5,Suv,668000.0,Isuzu Crosswind
Toyota,Vios,2022,Gasoline,Cvt,2000.0,1.33,Sedan,669000.0,Toyota Vios
Chevrolet,Trailblazer,2014,Gasoline,Cvt,50000.0,1.34,Suv,670000.0,Chevrolet Trailblazer
Honda,HR-V,2016,Gasoline,Automatic,32000.0,1.8,Suv,670000.0,Honda HR-V
Mitsubishi,Montero,2010,Diesel,Automatic,75000.0,2.5,Suv,670000.0,Mitsubishi Montero
Toyota,Innova,2014,Diesel,Automatic,60000.0,2.5,Mpv,670000.0,Toyota Innova
Chevrolet,Trailblazer,2014,Diesel,Automatic,1.0,2.78,Suv,670000.0,Chevrolet Trailblazer
Toyota,Vios,2022,Gasoline,Manual,6200.0,1.33,Sedan,670000.0,Toyota Vios
Honda,HR-V,2016,Gasoline,Cvt,40000.0,1.5,Suv,670000.0,Honda HR-V
Hyundai,Tucson,2018,Diesel,Automatic,47000.0,2.0,Suv,670000.0,Hyundai Tucson
Mitsubishi,Montero,2012,Diesel,Automatic,98000.0,2.5,Suv,675000.0,Mitsubishi Montero
Honda,City,2020,Gasoline,Cvt,28000.0,1.5,Sedan,675000.0,Honda City
Mitsubishi,Montero,2014,Diesel,Automatic,115000.0,2.48,Suv,675000.0,Mitsubishi Montero
Subaru,XV,2015,Gasoline,Automatic,53000.0,2.0,Sedan,675000.0,Subaru XV
Subaru,XV,2015,Gasoline,Automatic,53000.0,2.0,Suv,675000.0,Subaru XV
Toyota,Vios,2021,Gasoline,Automatic,15000.0,1.3,Sedan,675000.0,Toyota Vios
Honda,BR-V,2017,Gasoline,Cvt,44000.0,1.5,Crossover,678000.0,Honda BR-V
Suzuki,Ertiga,2018,Gasoline,Automatic,9000.0,1.46,Mpv,678000.0,Suzuki Ertiga
Isuzu,Crosswind,2015,Diesel,Automatic,78000.0,2.5,Mpv,678000.0,Isuzu Crosswind
Honda,City,2020,Gasoline,Cvt,27000.0,1.5,Sedan,678000.0,Honda City
Toyota,Vios,2020,Gasoline,Cvt,15000.0,1.5,Sedan,678000.0,Toyota Vios
Toyota,Innova,2013,Diesel,Automatic,45000.0,2.5,Mpv,680000.0,Toyota Innova
Hyundai,Grand,2017,Diesel,Manual,1200.0,2.48,Minivans,680000.0,Hyundai Grand
Mitsubishi,Montero,2014,Diesel,Manual,84000.0,2.44,Suv,680000.0,Mitsubishi Montero
Kia,Sportage,2016,Diesel,Automatic,50000.0,2.0,Suv,680000.0,Kia Sportage
Mitsubishi,Montero,2013,Diesel,Automatic,1.0,2.48,Suv,680000.0,Mitsubishi Montero
Hyundai,Grand,2016,Diesel,Manual,64000.0,2.47,Van,680000.0,Hyundai Grand
Nissan,Juke,2019,Gasoline,Cvt,17000.0,1.6,Crossover,680000.0,Nissan Juke
Toyota,Avanza,2016,Gasoline,Manual,65000.0,1.33,Mpv,680000.0,Toyota Avanza
Toyota,Vios,2021,Gasoline,Automatic,13000.0,1.3,Sedan,680000.0,Toyota Vios
Toyota,Innova,2019,Diesel,Manual,110000.0,2.8,Mpv,680000.0,Toyota Innova
Honda,HR-V,2016,Gasoline,Cvt,35000.0,1.8,Crossover,680000.0,Honda HR-V
Toyota,Vios,2022,Gasoline,Cvt,2890.0,1.33,Sedan,680000.0,Toyota Vios
Toyota,Vios,2022,Gasoline,Cvt,10200.0,1.33,Sedan,680000.0,Toyota Vios
Toyota,Vios,2022,Gasoline,Cvt,2900.0,1.33,Sedan,680000.0,Toyota Vios
Mitsubishi,Montero,2013,Diesel,Automatic,85000.0,2.5,Suv,680000.0,Mitsubishi Montero
Toyota,Fortuner,2011,Diesel,Automatic,73000.0,2.49,Suv,683000.0,Toyota Fortuner
Toyota,Hiace,2008,Diesel,Manual,98000.0,2.5,Van,685000.0,Toyota Hiace
Honda,BR-V,2018,Gasoline,Cvt,1.0,1.5,Suv,685000.0,Honda BR-V
Honda,BR-V,2017,Gasoline,Automatic,1.0,1.5,Suv,685000.0,Honda BR-V
Toyota,Avanza,2021,Gasoline,Manual,16000.0,1.33,Mpv,685000.0,Toyota Avanza
Toyota,Vios,2021,Gasoline,Cvt,51000.0,1.33,Sedan,685000.0,Toyota Vios
Suzuki,Vitara,2018,Gasoline,Automatic,44000.0,1.59,Crossover,685000.0,Suzuki Vitara
BMW,525i,2004,Gasoline,Automatic,1.0,2.0,Sedan,688000.0,BMW 525i
Hyundai,Santa,2013,Diesel,Automatic,62000.0,2.2,Suv,688000.0,Hyundai Santa
Suzuki,Ertiga,2019,Gasoline,Automatic,17000.0,1.46,Mpv,688000.0,Suzuki Ertiga
Hyundai,Kona,2019,Gasoline,Automatic,29239.0,2.0,Crossover,688000.0,Hyundai Kona
Honda,City,2020,Gasoline,Cvt,21000.0,1.5,Sedan,688000.0,Honda City
Suzuki,Ertiga,2020,Gasoline,Automatic,31000.0,1.46,Mpv,688000.0,Suzuki Ertiga
Toyota,Vios,2021,Gasoline,Cvt,1000.0,1.33,Sedan,688000.0,Toyota Vios
Toyota,Vios,2022,Gasoline,Cvt,10000.0,1.33,Sedan,688000.0,Toyota Vios
Toyota,Innova,2014,Diesel,Automatic,1.0,2.5,Mpv,688000.0,Toyota Innova
Honda,Jazz,2015,Gasoline,Cvt,35000.0,1.5,Hatchback,690000.0,Honda Jazz
Volvo,XC90,2008,Diesel,Automatic,110000.0,1.97,Suv,690000.0,Volvo XC90
Ford,Everest,2013,Diesel,Automatic,95000.0,2.0,Suv,690000.0,Ford Everest
Toyota,Avanza,2019,Gasoline,Automatic,9058.0,1.33,Mpv,690000.0,Toyota Avanza
Toyota,Avanza,2019,Gasoline,Automatic,9200.0,1.33,Mpv,690000.0,Toyota Avanza
Chevrolet,Trailblazer,2015,Diesel,Automatic,60000.0,2.78,Suv,690000.0,Chevrolet Trailblazer
Volkswagen,Santana,2019,Gasoline,Automatic,26300.0,1.5,Hatchback,690000.0,Volkswagen Santana
Toyota,Vios,2022,Gasoline,Cvt,11000.0,1.33,Sedan,690000.0,Toyota Vios
Nissan,Juke,2018,Gasoline,Manual,52000.0,1.0,Crossover,690000.0,Nissan Juke
Honda,City,2019,Gasoline,Cvt,7500.0,1.5,Sedan,695000.0,Honda City
Toyota,Vios,2021,Gasoline,Cvt,10000.0,1.33,Sedan,695000.0,Toyota Vios
Chevrolet,Trailblazer,2015,Gasoline,Cvt,70000.0,1.34,Suv,695000.0,Chevrolet Trailblazer
Hyundai,H-100,2017,Diesel,Manual,23000.0,2.5,Pickup-trucks,698000.0,Hyundai H-100
Mitsubishi,L300,2018,Diesel,Manual,30000.0,2.5,Mpv,698000.0,Mitsubishi L300
Honda,Accord,2013,Gasoline,Automatic,80000.0,2.36,Sedan,698000.0,Honda Accord
Honda,Brio,2020,Gasoline,Cvt,16000.0,1.2,Hatchback,698000.0,Honda Brio
Chevrolet,Trailblazer,2014,Diesel,Automatic,1.0,2.78,Suv,698000.0,Chevrolet Trailblazer
Toyota,Corolla,2019,Gasoline,Cvt,60000.0,1.6,Sedan,698000.0,Toyota Corolla
Honda,City,2018,Gasoline,Cvt,56000.0,1.5,Sedan,698000.0,Honda City
Mitsubishi,L300,2018,Diesel,Manual,34380.0,2.5,Mpv,698000.0,Mitsubishi L300
Toyota,Vios,2022,Gasoline,Cvt,4000.0,1.33,Sedan,698000.0,Toyota Vios
Toyota,Vios,2022,Gasoline,Cvt,10000.0,1.33,Sedan,698000.0,Toyota Vios
Hyundai,Starex,2017,Diesel,Manual,25000.0,2.5,Van,699000.0,Hyundai Starex
GAC,GS4,2019,Gasoline,Automatic,70000.0,1.5,Suv,699000.0,GAC GS4
Toyota,Avanza,2022,Gasoline,Manual,40000.0,1.33,Mpv,699000.0,Toyota Avanza
Toyota,Previa,2008,Gasoline,Automatic,108515.0,2.4,Van,700000.0,Toyota Previa
Toyota,Innova,2016,Diesel,Manual,145000.0,2.8,Mpv,700000.0,Toyota Innova
Ford,Everest,2012,Diesel,Automatic,70000.0,2.0,Suv,700000.0,Ford Everest
Ford,Explorer,2014,Gasoline,Automatic,100000.0,2.0,Suv,700000.0,Ford Explorer
Toyota,Avanza,2019,Gasoline,Cvt,20000.0,1.5,Mpv,700000.0,Toyota Avanza
Hyundai,Tucson,2018,Gasoline,Automatic,50000.0,2.0,Suv,700000.0,Hyundai Tucson
Ford,Explorer,2014,Gasoline,Automatic,65000.0,2.0,Suv,700000.0,Ford Explorer
Foton,Traveller,2018,Diesel,Manual,80000.0,2.8,Van,700000.0,Foton Traveller
Mercedes-Benz,C,2008,Gasoline,Automatic,700000.0,2.0,Sedan,700000.0,Mercedes-Benz C
Toyota,Camry,2013,Gasoline,Automatic,51000.0,2.5,Sedan,700000.0,Toyota Camry
Mitsubishi,Xpander,2019,Gasoline,Manual,45000.0,1.5,Mpv,700000.0,Mitsubishi Xpander
Chevrolet,Trailblazer,2015,Gasoline,Cvt,46831.0,1.34,Suv,700000.0,Chevrolet Trailblazer
Toyota,Fortuner,2011,Diesel,Automatic,195000.0,2.39,Suv,700000.0,Toyota Fortuner
Chevrolet,Trailblazer,2016,Gasoline,Cvt,75000.0,1.34,Suv,700000.0,Chevrolet Trailblazer
Toyota,Hiace,2011,Diesel,Manual,348654.0,2.5,Van,700000.0,Toyota Hiace
Hyundai,Tucson,2016,Diesel,Automatic,55000.0,2.0,Suv,700000.0,Hyundai Tucson
Honda,Jazz,2018,Gasoline,Cvt,36000.0,1.5,Hatchback,700000.0,Honda Jazz
Honda,Brio,2020,Gasoline,Cvt,25000.0,1.2,Hatchback,700000.0,Honda Brio
Foton,View,2019,Diesel,Manual,40000.0,2.8,Van,605000.0,Foton View
Honda,City,2018,Gasoline,Cvt,21000.0,1.5,Sedan,608000.0,Honda City
Honda,City,2017,Gasoline,Automatic,69000.0,1.5,Sedan,608000.0,Honda City
Toyota,Vios,2020,Gasoline,Automatic,13000.0,1.3,Sedan,608000.0,Toyota Vios
Hyundai,H-100,2018,Diesel,Manual,57000.0,2.61,Pickup-trucks,610000.0,Hyundai H-100
Suzuki,Vitara,2018,Gasoline,Automatic,43000.0,1.59,Crossover,610000.0,Suzuki Vitara
MG,ZS,2022,Gasoline,Automatic,15000.0,1.5,Crossover,610000.0,MG ZS
Nissan,Juke,2017,Gasoline,Cvt,1.0,1.6,Crossover,610000.0,Nissan Juke
Toyota,Vios,2020,Gasoline,Cvt,50000.0,1.5,Sedan,610000.0,Toyota Vios
Honda,HR-V,2017,Gasoline,Cvt,55000.0,1.8,Crossover,613000.0,Honda HR-V
Toyota,Corolla,2017,Gasoline,Cvt,25000.0,1.6,Sedan,615000.0,Toyota Corolla
Toyota,Avanza,2020,Gasoline,Manual,62000.0,1.33,Mpv,615000.0,Toyota Avanza
Toyota,Avanza,2018,Gasoline,Manual,51000.0,1.33,Mpv,618000.0,Toyota Avanza
Honda,Mobilio,2015,Gasoline,Cvt,33000.0,1.5,Mpv,618000.0,Honda Mobilio
Honda,City,2019,Gasoline,Cvt,1.0,1.5,Sedan,618000.0,Honda City
Toyota,Avanza,2018,Gasoline,Automatic,15000.0,1.33,Mpv,618000.0,Toyota Avanza
Hyundai,Kona,2019,Gasoline,Automatic,25000.0,2.0,Crossover,618000.0,Hyundai Kona
Toyota,Vios,2018,Gasoline,Automatic,7000.0,1.3,Sedan,618000.0,Toyota Vios
Toyota,Vios,2022,Gasoline,Automatic,20000.0,1.3,Sedan,618000.0,Toyota Vios
Volvo,S40,2013,Gasoline,Automatic,70000.0,2.0,Sedan,620000.0,Volvo S40
Toyota,Innova,2015,Diesel,Manual,30000.0,2.5,Mpv,620000.0,Toyota Innova
Volvo,S40,2013,Gasoline,Automatic,70000.0,2.0,Sedan,620000.0,Volvo S40
Kia,Soluto,2020,Gasoline,Automatic,40000.0,1.37,Sedan,620000.0,Kia Soluto
Volkswagen,Lavida,2016,Gasoline,Automatic,50000.0,1.4,Sedan,620000.0,Volkswagen Lavida
Honda,Mobilio,2017,Gasoline,Cvt,46000.0,1.5,Mpv,620000.0,Honda Mobilio
Mitsubishi,ASX,2016,Gasoline,Cvt,40000.0,2.0,Suv,620000.0,Mitsubishi ASX
Mitsubishi,Montero,2012,Diesel,Automatic,72000.0,2.48,Suv,620000.0,Mitsubishi Montero
Mitsubishi,Montero,2015,Diesel,Manual,40000.0,2.44,Suv,620000.0,Mitsubishi Montero
Honda,HR-V,2017,Gasoline,Cvt,30000.0,1.8,Crossover,620000.0,Honda HR-V
Chevrolet,Trailblazer,2014,Diesel,Automatic,72000.0,2.78,Suv,625000.0,Chevrolet Trailblazer
Nissan,X–Trail,2015,Gasoline,Cvt,70000.0,2.0,Crossover,625000.0,Nissan X–Trail
Honda,City,2020,Gasoline,Cvt,13000.0,1.5,Sedan,625000.0,Honda City
Toyota,Vios,2021,Gasoline,Automatic,55000.0,1.3,Sedan,625000.0,Toyota Vios
Isuzu,I-Van,2016,Diesel,Manual,1.0,2.8,Van,628000.0,Isuzu I-Van
Hyundai,Kona,2019,Gasoline,Automatic,26000.0,2.0,Crossover,628000.0,Hyundai Kona
Honda,Jazz,2016,Gasoline,Cvt,70000.0,1.5,Hatchback,628000.0,Honda Jazz
Honda,City,2018,Gasoline,Automatic,51000.0,1.5,Sedan,628000.0,Honda City
Toyota,Vios,2021,Gasoline,Cvt,22000.0,1.33,Sedan,628000.0,Toyota Vios
Toyota,Innova,2015,Diesel,Automatic,55000.0,2.8,Mpv,628000.0,Toyota Innova
BMW,X5,2005,Diesel,Automatic,1.0,2.99,Suv,630000.0,BMW X5
Toyota,Avanza,2017,Gasoline,Automatic,1.0,1.33,Mpv,630000.0,Toyota Avanza
Mitsubishi,Adventure,2017,Diesel,Manual,70000.0,2.48,Mpv,630000.0,Mitsubishi Adventure
Chevrolet,Trailblazer,2014,Diesel,Automatic,90000.0,2.78,Suv,630000.0,Chevrolet Trailblazer
Chevrolet,Trax,2019,Gasoline,Automatic,40000.0,1.36,Crossover,630000.0,Chevrolet Trax
Isuzu,Crosswind,2015,Diesel,Automatic,80000.0,2.5,Mpv,630000.0,Isuzu Crosswind
Mitsubishi,Montero,2014,Diesel,Manual,80000.0,2.5,Suv,630000.0,Mitsubishi Montero
Hyundai,Kona,2019,Gasoline,Automatic,60000.0,2.0,Crossover,630000.0,Hyundai Kona
Toyota,Fortuner,2011,Diesel,Automatic,95000.0,2.39,Suv,630000.0,Toyota Fortuner
Mitsubishi,Montero,2014,Diesel,Automatic,80000.0,2.4,Suv,630000.0,Mitsubishi Montero
Mitsubishi,ASX,2015,Gasoline,Cvt,16000.0,2.0,Suv,638000.0,Mitsubishi ASX
Mitsubishi,Pajero,2008,Diesel,Automatic,100000.0,2.8,Suv,638000.0,Mitsubishi Pajero
Honda,BR-V,2017,Gasoline,Automatic,34000.0,1.5,Suv,638000.0,Honda BR-V
Honda,Jazz,2018,Gasoline,Cvt,34000.0,1.5,Hatchback,638000.0,Honda Jazz
Toyota,Vios,2022,Gasoline,Manual,5000.0,1.33,Sedan,638000.0,Toyota Vios
Ford,Escape,2015,Gasoline,Automatic,1.0,1.6,Suv,639000.0,Ford Escape
Toyota,Vios,2022,Gasoline,Cvt,13000.0,1.33,Sedan,639000.0,Toyota Vios
Toyota,Vios,2022,Gasoline,Cvt,5000.0,1.33,Sedan,639000.0,Toyota Vios
Toyota,Avanza,2019,Gasoline,Manual,12964.0,1.33,Mpv,640000.0,Toyota Avanza
Toyota,Avanza,2019,Gasoline,Manual,16000.0,1.33,Mpv,640000.0,Toyota Avanza
Toyota,Avanza,2019,Gasoline,Manual,2000.0,1.5,Mpv,640000.0,Toyota Avanza
Mitsubishi,Xpander,2019,Gasoline,Manual,45000.0,1.5,Mpv,640000.0,Mitsubishi Xpander
Isuzu,Crosswind,2015,Diesel,Automatic,35000.0,2.5,Suv,645000.0,Isuzu Crosswind
Hyundai,Starex,2014,Diesel,Manual,40000.0,2.5,Van,648000.0,Hyundai Starex
Mitsubishi,L300,2017,Diesel,Manual,1.0,2.5,Mpv,648000.0,Mitsubishi L300
Chevrolet,Captiva,2015,Diesel,Automatic,1.0,2.0,Crossover,648000.0,Chevrolet Captiva
Ford,Ecosport,2019,Gasoline,Manual,4000.0,1.5,Crossover,648000.0,Ford Ecosport
Hyundai,Kona,2019,Gasoline,Automatic,26000.0,2.0,Crossover,649000.0,Hyundai Kona
Toyota,Vios,2022,Gasoline,Cvt,8000.0,1.33,Sedan,649000.0,Toyota Vios
Hyundai,Grand,2010,Diesel,Automatic,73000.0,2.5,Van,650000.0,Hyundai Grand
Mitsubishi,Adventure,2017,Diesel,Manual,48000.0,2.49,Mpv,650000.0,Mitsubishi Adventure
Toyota,Innova,2014,Diesel,Manual,1.0,2.5,Mpv,650000.0,Toyota Innova
Toyota,Fortuner,2012,Diesel,Automatic,1.0,2.4,Suv,650000.0,Toyota Fortuner
Honda,City,2016,Gasoline,Automatic,39000.0,1.5,Sedan,650000.0,Honda City
Mitsubishi,Adventure,2017,Diesel,Manual,57000.0,2.48,Mpv,650000.0,Mitsubishi Adventure
Hyundai,Santa,2011,Diesel,Automatic,118000.0,2.2,Suv,650000.0,Hyundai Santa
Honda,Jazz,2017,Gasoline,Cvt,17000.0,1.5,Hatchback,650000.0,Honda Jazz
Subaru,XV,2015,Gasoline,Cvt,115000.0,2.0,Suv,650000.0,Subaru XV
Toyota,Innova,2015,Diesel,Automatic,67000.0,2.8,Mpv,650000.0,Toyota Innova
Toyota,Corolla,2017,Gasoline,Cvt,44000.0,1.6,Sedan,650000.0,Toyota Corolla
MG,RX5,2019,Gasoline,Automatic,25000.0,1.5,Crossover,650000.0,MG RX5
Chevrolet,Trailblazer,2015,Diesel,Automatic,73000.0,2.78,Suv,650000.0,Chevrolet Trailblazer
Honda,City,2018,Gasoline,Automatic,35000.0,1.5,Sedan,650000.0,Honda City
Ford,Ecosport,2017,Gasoline,Automatic,3330.0,1.5,Suv,650000.0,Ford Ecosport
Suzuki,Swift,2020,Gasoline,Cvt,11800.0,1.2,Hatchback,650000.0,Suzuki Swift
Hyundai,Grand,2017,Diesel,Manual,30000.0,2.48,Minivans,650000.0,Hyundai Grand
Hyundai,Santa,2013,Diesel,Automatic,60000.0,2.2,Suv,650000.0,Hyundai Santa
Mitsubishi,Mirage,2022,Gasoline,Cvt,2000.0,1.19,Sedan,655000.0,Mitsubishi Mirage
Mitsubishi,Mirage,2022,Gasoline,Cvt,1000.0,1.2,Sedan,655000.0,Mitsubishi Mirage
Mitsubishi,Strada,2014,Diesel,Manual,72000.0,2.5,Pickup-trucks,655000.0,Mitsubishi Strada
MG,ZS,2020,Gasoline,Automatic,20000.0,1.5,Crossover,655000.0,MG ZS
Honda,Mobilio,2017,Gasoline,Cvt,38000.0,1.5,Mpv,655000.0,Honda Mobilio
Toyota,Avanza,2018,Gasoline,Manual,16000.0,1.5,Mpv,658000.0,Toyota Avanza
Hyundai,Grand,2016,Diesel,Manual,39000.0,2.48,Minivans,658000.0,Hyundai Grand
Volkswagen,Polo,2017,Gasoline,Automatic,7000.0,1.6,Hatchback,658000.0,Volkswagen Polo
Honda,BR-V,2017,Gasoline,Cvt,53000.0,1.5,Crossover,658000.0,Honda BR-V
Toyota,Vios,2021,Gasoline,Cvt,15000.0,1.33,Sedan,658000.0,Toyota Vios
Toyota,Vios,2022,Gasoline,Cvt,6000.0,1.33,Sedan,659000.0,Toyota Vios
Honda,HR-V,2016,Gasoline,Cvt,30000.0,1.8,Crossover,660000.0,Honda HR-V
Toyota,Fortuner,2011,Diesel,Automatic,1.0,2.4,Suv,660000.0,Toyota Fortuner
Suzuki,Ertiga,2019,Gasoline,Manual,1.0,1.46,Mpv,665000.0,Suzuki Ertiga
Toyota,Corolla,2014,Gasoline,Automatic,25100.0,1.6,Sedan,668000.0,Toyota Corolla
Isuzu,Crosswind,2017,Diesel,Manual,80000.0,2.5,Suv,668000.0,Isuzu Crosswind
Toyota,Vios,2022,Gasoline,Cvt,2000.0,1.33,Sedan,669000.0,Toyota Vios
Chevrolet,Trailblazer,2014,Gasoline,Cvt,50000.0,1.34,Suv,670000.0,Chevrolet Trailblazer
Honda,HR-V,2016,Gasoline,Automatic,32000.0,1.8,Suv,670000.0,Honda HR-V
Mitsubishi,Montero,2010,Diesel,Automatic,75000.0,2.5,Suv,670000.0,Mitsubishi Montero
Toyota,Innova,2014,Diesel,Automatic,60000.0,2.5,Mpv,670000.0,Toyota Innova
Chevrolet,Trailblazer,2014,Diesel,Automatic,1.0,2.78,Suv,670000.0,Chevrolet Trailblazer
Toyota,Vios,2022,Gasoline,Manual,6200.0,1.33,Sedan,670000.0,Toyota Vios
Honda,HR-V,2016,Gasoline,Cvt,40000.0,1.5,Suv,670000.0,Honda HR-V
Hyundai,Tucson,2018,Diesel,Automatic,47000.0,2.0,Suv,670000.0,Hyundai Tucson
Mitsubishi,Montero,2012,Diesel,Automatic,98000.0,2.5,Suv,675000.0,Mitsubishi Montero
Honda,City,2020,Gasoline,Cvt,28000.0,1.5,Sedan,675000.0,Honda City
Mitsubishi,Montero,2014,Diesel,Automatic,115000.0,2.48,Suv,675000.0,Mitsubishi Montero
Subaru,XV,2015,Gasoline,Automatic,53000.0,2.0,Sedan,675000.0,Subaru XV
Subaru,XV,2015,Gasoline,Automatic,53000.0,2.0,Suv,675000.0,Subaru XV
Toyota,Vios,2021,Gasoline,Automatic,15000.0,1.3,Sedan,675000.0,Toyota Vios
Honda,BR-V,2017,Gasoline,Cvt,44000.0,1.5,Crossover,678000.0,Honda BR-V
Suzuki,Ertiga,2018,Gasoline,Automatic,9000.0,1.46,Mpv,678000.0,Suzuki Ertiga
Isuzu,Crosswind,2015,Diesel,Automatic,78000.0,2.5,Mpv,678000.0,Isuzu Crosswind
Honda,City,2020,Gasoline,Cvt,27000.0,1.5,Sedan,678000.0,Honda City
Toyota,Vios,2020,Gasoline,Cvt,15000.0,1.5,Sedan,678000.0,Toyota Vios
Toyota,Innova,2013,Diesel,Automatic,45000.0,2.5,Mpv,680000.0,Toyota Innova
Hyundai,Grand,2017,Diesel,Manual,1200.0,2.48,Minivans,680000.0,Hyundai Grand
Mitsubishi,Montero,2014,Diesel,Manual,84000.0,2.44,Suv,680000.0,Mitsubishi Montero
Kia,Sportage,2016,Diesel,Automatic,50000.0,2.0,Suv,680000.0,Kia Sportage
Mitsubishi,Montero,2013,Diesel,Automatic,1.0,2.48,Suv,680000.0,Mitsubishi Montero
Hyundai,Grand,2016,Diesel,Manual,64000.0,2.47,Van,680000.0,Hyundai Grand
Nissan,Juke,2019,Gasoline,Cvt,17000.0,1.6,Crossover,680000.0,Nissan Juke
Toyota,Avanza,2016,Gasoline,Manual,65000.0,1.33,Mpv,680000.0,Toyota Avanza
Toyota,Vios,2021,Gasoline,Automatic,13000.0,1.3,Sedan,680000.0,Toyota Vios
Toyota,Innova,2019,Diesel,Manual,110000.0,2.8,Mpv,680000.0,Toyota Innova
Honda,HR-V,2016,Gasoline,Cvt,35000.0,1.8,Crossover,680000.0,Honda HR-V
Toyota,Vios,2022,Gasoline,Cvt,2890.0,1.33,Sedan,680000.0,Toyota Vios
Toyota,Vios,2022,Gasoline,Cvt,10200.0,1.33,Sedan,680000.0,Toyota Vios
Toyota,Vios,2022,Gasoline,Cvt,2900.0,1.33,Sedan,680000.0,Toyota Vios
Mitsubishi,Montero,2013,Diesel,Automatic,85000.0,2.5,Suv,680000.0,Mitsubishi Montero
Toyota,Fortuner,2011,Diesel,Automatic,73000.0,2.49,Suv,683000.0,Toyota Fortuner
Toyota,Hiace,2008,Diesel,Manual,98000.0,2.5,Van,685000.0,Toyota Hiace
Honda,BR-V,2018,Gasoline,Cvt,1.0,1.5,Suv,685000.0,Honda BR-V
Honda,BR-V,2017,Gasoline,Automatic,1.0,1.5,Suv,685000.0,Honda BR-V
Toyota,Avanza,2021,Gasoline,Manual,16000.0,1.33,Mpv,685000.0,Toyota Avanza
Toyota,Vios,2021,Gasoline,Cvt,51000.0,1.33,Sedan,685000.0,Toyota Vios
Suzuki,Vitara,2018,Gasoline,Automatic,44000.0,1.59,Crossover,685000.0,Suzuki Vitara
BMW,525i,2004,Gasoline,Automatic,1.0,2.0,Sedan,688000.0,BMW 525i
Hyundai,Santa,2013,Diesel,Automatic,62000.0,2.2,Suv,688000.0,Hyundai Santa
Suzuki,Ertiga,2019,Gasoline,Automatic,17000.0,1.46,Mpv,688000.0,Suzuki Ertiga
Hyundai,Kona,2019,Gasoline,Automatic,29239.0,2.0,Crossover,688000.0,Hyundai Kona
Honda,City,2020,Gasoline,Cvt,21000.0,1.5,Sedan,688000.0,Honda City
Suzuki,Ertiga,2020,Gasoline,Automatic,31000.0,1.46,Mpv,688000.0,Suzuki Ertiga
Toyota,Vios,2021,Gasoline,Cvt,1000.0,1.33,Sedan,688000.0,Toyota Vios
Toyota,Vios,2022,Gasoline,Cvt,10000.0,1.33,Sedan,688000.0,Toyota Vios
Toyota,Innova,2014,Diesel,Automatic,1.0,2.5,Mpv,688000.0,Toyota Innova
Honda,Jazz,2015,Gasoline,Cvt,35000.0,1.5,Hatchback,690000.0,Honda Jazz
Volvo,XC90,2008,Diesel,Automatic,110000.0,1.97,Suv,690000.0,Volvo XC90
Ford,Everest,2013,Diesel,Automatic,95000.0,2.0,Suv,690000.0,Ford Everest
Toyota,Avanza,2019,Gasoline,Automatic,9058.0,1.33,Mpv,690000.0,Toyota Avanza
Toyota,Avanza,2019,Gasoline,Automatic,9200.0,1.33,Mpv,690000.0,Toyota Avanza
Chevrolet,Trailblazer,2015,Diesel,Automatic,60000.0,2.78,Suv,690000.0,Chevrolet Trailblazer
Volkswagen,Santana,2019,Gasoline,Automatic,26300.0,1.5,Hatchback,690000.0,Volkswagen Santana
Toyota,Vios,2022,Gasoline,Cvt,11000.0,1.33,Sedan,690000.0,Toyota Vios
Nissan,Juke,2018,Gasoline,Manual,52000.0,1.0,Crossover,690000.0,Nissan Juke
Honda,City,2019,Gasoline,Cvt,7500.0,1.5,Sedan,695000.0,Honda City
Toyota,Vios,2021,Gasoline,Cvt,10000.0,1.33,Sedan,695000.0,Toyota Vios
Chevrolet,Trailblazer,2015,Gasoline,Cvt,70000.0,1.34,Suv,695000.0,Chevrolet Trailblazer
Hyundai,H-100,2017,Diesel,Manual,23000.0,2.5,Pickup-trucks,698000.0,Hyundai H-100
Mitsubishi,L300,2018,Diesel,Manual,30000.0,2.5,Mpv,698000.0,Mitsubishi L300
Honda,Accord,2013,Gasoline,Automatic,80000.0,2.36,Sedan,698000.0,Honda Accord
Honda,Brio,2020,Gasoline,Cvt,16000.0,1.2,Hatchback,698000.0,Honda Brio
Chevrolet,Trailblazer,2014,Diesel,Automatic,1.0,2.78,Suv,698000.0,Chevrolet Trailblazer
Toyota,Corolla,2019,Gasoline,Cvt,60000.0,1.6,Sedan,698000.0,Toyota Corolla
Honda,City,2018,Gasoline,Cvt,56000.0,1.5,Sedan,698000.0,Honda City
Mitsubishi,L300,2018,Diesel,Manual,34380.0,2.5,Mpv,698000.0,Mitsubishi L300
Toyota,Vios,2022,Gasoline,Cvt,4000.0,1.33,Sedan,698000.0,Toyota Vios
Toyota,Vios,2022,Gasoline,Cvt,10000.0,1.33,Sedan,698000.0,Toyota Vios
Hyundai,Starex,2017,Diesel,Manual,25000.0,2.5,Van,699000.0,Hyundai Starex
GAC,GS4,2019,Gasoline,Automatic,70000.0,1.5,Suv,699000.0,GAC GS4
Toyota,Avanza,2022,Gasoline,Manual,40000.0,1.33,Mpv,699000.0,Toyota Avanza
